,0,1,2,3,4
0,121500000.0,147600000.0,164700000.0,102600000.0,628200000.0
1,153900000.0,234000000.0,363600000.0,421200000.0,938700000.0
2,89100000.0,90900000.0,77400000.0,48600000.0,315000000.0
3,57600000.0,51300000.0,34200000.0,-23400000.0,-144900000.0
4,81000000.0,107100000.0,162000000.0,133200000.0,97200000.0
5,122400000.0,167400000.0,268200000.0,245700000.0,559800000.0
6,71100000.0,61200000.0,57600000.0,55800000.0,22500000.0
7,101700000.0,151200000.0,225900000.0,238500000.0,313200000.0
8,135000000.0,207900000.0,317700000.0,395100000.0,699300000.0
9,90900000.0,119700000.0,151200000.0,136800000.0,306900000.0
10,150300000.0,254700000.0,360900000.0,350100000.0,906300000.0
11,120600000.0,151200000.0,189000000.0,147600000.0,561600000.0
12,105300000.0,183600000.0,270000000.0,396900000.0,472500000.0
13,97200000.0,149400000.0,232200000.0,222300000.0,369900000.0
14,77400000.0,101700000.0,183600000.0,276300000.0,107100000.0
15,72900000.0,66600000.0,59400000.0,9000000.0,171000000.0
16,126000000.0,218700000.0,437400000.0,511200000.0,643500000.0
17,90000000.0,93600000.0,89100000.0,30600000.0,250200000.0
18,51300000.0,48600000.0,55800000.0,57600000.0,-35100000.0
19,99000000.0,102600000.0,127800000.0,132300000.0,231300000.0
20,85500000.0,118800000.0,154800000.0,117900000.0,245700000.0
21,115200000.0,147600000.0,190800000.0,171900000.0,526500000.0
22,90000000.0,64800000.0,51300000.0,16200000.0,177300000.0
23,94500000.0,107100000.0,223200000.0,280800000.0,326700000.0
24,144000000.0,242100000.0,369000000.0,419400000.0,844200000.0
25,83700000.0,105300000.0,150300000.0,172800000.0,190800000.0
26,91800000.0,216900000.0,281700000.0,315000000.0,67500000.0
27,133200000.0,192600000.0,255600000.0,306900000.0,639900000.0
28,67500000.0,57600000.0,82800000.0,14400000.0,-141300000.0
29,72000000.0,73800000.0,69300000.0,22500000.0,49500000.0
30,28800000.0,5400000.0,29700000.0,-36900000.0,-168300000.0
31,105300000.0,126000000.0,139500000.0,81900000.0,466200000.0
32,133200000.0,181800000.0,261900000.0,261900000.0,705600000.0
33,108000000.0,122400000.0,117000000.0,94500000.0,486900000.0
34,91800000.0,116100000.0,171000000.0,163800000.0,265500000.0
35,88200000.0,110700000.0,194400000.0,166500000.0,231300000.0
36,73800000.0,89100000.0,120600000.0,74700000.0,93600000.0
37,94500000.0,155700000.0,204300000.0,196200000.0,331200000.0
38,144900000.0,226800000.0,329400000.0,369900000.0,879300000.0
39,135900000.0,151200000.0,186300000.0,172800000.0,720000000.0
40,112500000.0,135000000.0,157500000.0,110700000.0,505800000.0
41,78300000.0,83700000.0,98100000.0,61200000.0,180900000.0
42,42300000.0,16200000.0,42300000.0,133200000.0,-108900000.0
43,78300000.0,86400000.0,84600000.0,32400000.0,161100000.0
44,117900000.0,151200000.0,194400000.0,171900000.0,558900000.0
45,83700000.0,126000000.0,152100000.0,141300000.0,102600000.0
46,91800000.0,130500000.0,149400000.0,155700000.0,308700000.0
47,134100000.0,179100000.0,234000000.0,212400000.0,642600000.0
48,94500000.0,142200000.0,219600000.0,229500000.0,278100000.0
49,99900000.0,171000000.0,245700000.0,315000000.0,490500000.0
