,0,1,2,3,4
0,33300000.0,18000000.0,9000000.0,-7200000.0,-303300000.0
1,41400000.0,19800000.0,27000000.0,-7200000.0,-434700000.0
2,106200000.0,155700000.0,172800000.0,362700000.0,95400000.0
3,90900000.0,151200000.0,213300000.0,362700000.0,99000000.0
4,109800000.0,153900000.0,210600000.0,369900000.0,-136800000.0
5,78300000.0,133200000.0,174600000.0,24300000.0,11700000.0
6,85500000.0,18000000.0,-10800000.0,-45900000.0,-144000000.0
7,65700000.0,40500000.0,28800000.0,-5400000.0,27900000.0
8,61200000.0,55800000.0,51300000.0,1800000.0,-147600000.0
9,97200000.0,133200000.0,168300000.0,94500000.0,-143100000.0
